"";"Onderwerpen";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente"
"";"Onderwerpen";"Totaal huishoudelijk afval";"Huishoudelijk restafval";"Grof huishoudelijk restafval";"Verbouwingsrestafval";"GFT-afval";"Oud papier en karton";"Verpakkingsglas";"Textiel";"Klein chemisch afval (KCA)";"Metalen verpakkingen (blik)";"Drankenkartons";"Kunststof verpakkingen";"Overige kunststoffen";"Luiers";"Wit- en bruingoed";"Grof tuinafval";"Bruikbaar huisraad";"Vloerbedekking";"Vlakglas";"Metalen";"Houtafval (A- en B-hout)";"Houtafval (C-hout)";"Schoon puin";"Bitumenhoudende dakbedekking";"Asbesthoudend afval";"Autobanden";"Schone grond";"Overige afvalstoffen";"Gemeentecode";"Provincie";"Stedelijkheid";"Inwoners per 1 januari"
"Regio's";"Perioden";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"";"";"";"aantal"
"Menterwolde";"2002";"804";"289";"89";"-";"159";"69";"16";"4";"2";"-";"-";"-";".";".";"4";"23";"7";"-";"1";"12";"63";".";"65";"1";"2";"-";"-";"-";"1987";"Groningen";"Niet stedelijk";"12617"
"Menterwolde";"2003";"788";"286";"73";"-";"154";"72";"29";"3";"1";"-";"-";"-";".";".";"2";"22";"8";"-";"5";"5";"51";".";"71";"3";"2";"1";"-";"-";"1987";"Groningen";"Niet stedelijk";"12694"
"Menterwolde";"2004";"785";"282";"74";"-";"172";"73";".";"3";"2";"-";"-";"-";".";".";"2";"20";"6";"-";"3";"7";"47";".";"67";"3";"2";"1";"-";"-";"1987";"Groningen";"Niet stedelijk";"12621"
"Menterwolde";"2005";"819";"282";"87";"-";"170";"79";".";"4";"2";"-";"-";"-";".";".";"3";"30";"6";"-";"3";"6";"50";".";"68";"3";"3";"5";"-";"-";"1987";"Groningen";"Niet stedelijk";"12589"
"Menterwolde";"2006";"816";"277";"93";"-";"162";"81";".";".";"2";"-";"-";"-";".";".";"1";"29";"6";"-";"5";"5";"54";".";"70";"3";"2";"1";"-";"-";"1987";"Groningen";"Niet stedelijk";"12618"
"Menterwolde";"2007";".";"268";"75";"-";"173";"82";".";".";"2";"-";"-";"-";"-";"-";".";"36";"6";"-";"10";"-";"40";"1";"81";"6";"1";"2";"-";"-";"1987";"Groningen";"Niet stedelijk";"12555"
"Menterwolde";"2008";".";"269";"101";"-";"169";"80";".";"5";"2";"-";"-";"-";"-";"-";".";"36";"7";"-";"9";"-";"40";"1";"80";"6";"1";"1";"-";"-";"1987";"Groningen";"Niet stedelijk";"12498"
"Menterwolde";"2009";".";"265";"89";"-";"174";"79";".";"4";"2";"-";"-";"-";"-";"-";".";"26";"6";"-";"4";"7";"30";"2";".";"1";"1";".";"-";"-";"1987";"Groningen";"Niet stedelijk";"12514"
"Menterwolde";"2010";".";"261";"92";"-";"164";"74";".";"4";"2";"-";"-";"-";"-";"-";".";"23";"4";"-";"1";"6";"29";"3";".";"1";"1";".";"-";"-";"1987";"Groningen";"Niet stedelijk";"12503"
"Menterwolde";"2011";".";"263";"85";"-";"179";"70";".";"4";"2";"-";"-";"-";"-";"-";".";"24";"5";"-";"0";"6";"37";"3";".";"2";"2";".";"-";"-";"1987";"Groningen";"Niet stedelijk";"12385"
"Menterwolde";"2012*";".";"258";"80";"-";"182";"68";".";"4";"6";"-";"-";"-";"-";"-";".";"27";"5";"-";"0";"5";"38";"1";".";"2";"2";".";"-";"-";"1987";"Groningen";"Niet stedelijk";"12358"
"Meppel";"2002";".";"240";"42";"40";"133";"95";"22";"2";"1";"-";"-";"-";".";".";".";".";"-";"-";"0";"1";"14";".";"21";"1";"1";"0";"6";"-";"0119";"Drenthe";"Matig stedelijk";"30232"
"Meppel";"2003";"611";"234";"35";"43";"115";"89";"22";"2";"2";"-";"-";"-";".";".";"4";"17";"-";"1";"0";"1";"17";".";"20";"2";"2";"0";"7";"-";"0119";"Drenthe";"Matig stedelijk";"30588"
"Meppel";"2004";"596";"237";"49";"42";"123";"59";"19";"2";"1";"-";"-";"-";".";".";"4";"18";"-";"0";"0";"0";"10";".";"22";"2";"1";"0";"6";"-";"0119";"Drenthe";"Matig stedelijk";"30651"
"Meppel";"2005";"620";"247";"58";"49";"118";"52";"19";"2";"1";"-";"-";"-";".";".";"5";"22";"-";"-";"0";"1";"11";".";"23";"2";"2";"0";"8";"-";"0119";"Drenthe";"Matig stedelijk";"30397"
"Meppel";"2006";"510";"235";"19";"11";"116";"55";"17";"3";"1";"-";"-";"-";".";".";".";"7";".";"0";"0";"1";"14";".";"14";"1";"1";"0";"4";"-";"0119";"Drenthe";"Matig stedelijk";"30539"
"Meppel";"2007";"552";"284";"16";"10";"119";"55";"21";"3";"1";"-";"-";"-";"-";"-";".";"7";"-";"-";"0";"2";"13";"-";"12";"1";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"31087"
"Meppel";"2008";"534";"265";"15";"8";"119";"55";"19";"6";"1";"-";"-";"-";"-";"-";".";"7";"-";"-";"0";"1";"15";"-";"14";"0";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"31536"
"Meppel";"2009";"534";"252";"14";"6";"120";"68";"18";"5";"1";"-";"-";"-";"-";"-";".";"7";"-";"-";"0";"1";"15";"-";"15";"0";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"32026"
"Meppel";"2010";"520";"239";"15";"5";"116";"69";"20";"4";"1";"-";"-";"4";"-";"-";".";"7";"-";"-";"0";"1";"15";"-";"12";"0";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"32378"
"Meppel";"2011";"513";"238";"13";"5";"120";"68";"20";"4";"1";"-";"-";"4";"-";"-";".";"7";"-";"-";"0";"1";"15";"-";"12";"0";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"32511"
"Meppel";"2012*";"494";"240";"11";"4";"117";"56";"19";"4";"1";"-";"-";"4";"-";"-";".";"7";"-";"-";"0";"0";"14";"-";"10";"0";"1";"0";"3";"-";"0119";"Drenthe";"Matig stedelijk";"32573"
"Middelburg (Z.)";"2002";"608";"210";"60";"-";"100";"83";"22";"1";"1";"-";"-";"-";".";".";"5";"19";"-";"-";"1";"7";"25";".";"41";"-";"0";"-";"31";"-";"0687";"Zeeland";"Sterk stedelijk";"45615"
"Middelburg (Z.)";"2003";"592";"205";"40";"-";"96";"79";"25";"1";"1";"-";"-";"-";".";".";".";"16";"-";"-";"1";"8";"25";".";"41";"-";"1";"-";"48";"-";"0687";"Zeeland";"Sterk stedelijk";"46214"
"Middelburg (Z.)";"2004";"560";"198";"40";"-";"99";"74";"23";"1";"1";"-";"-";"-";".";".";"4";"18";"-";"-";"1";"7";"25";".";"40";"-";"0";"-";"29";"-";"0687";"Zeeland";"Sterk stedelijk";"46350"
"Middelburg (Z.)";"2005";"580";"208";"41";"16";"96";"76";"21";".";"2";"-";"-";"-";".";".";"5";"17";"-";"-";"0";"7";"25";".";"39";"-";"0";"-";"25";"-";"0687";"Zeeland";"Sterk stedelijk";"46548"
"Middelburg (Z.)";"2006";"562";"208";"31";"8";"91";"79";"23";"2";"1";"-";"-";"-";".";".";".";"16";"-";"-";"1";"7";"25";".";"39";"-";"0";"-";"25";"-";"0687";"Zeeland";"Sterk stedelijk";"46974"
"Middelburg (Z.)";"2007";"596";"212";"46";"6";"91";"83";"24";"2";"1";"-";"-";"-";"-";"-";"6";"17";"-";"-";"1";"7";"26";"-";"42";"-";"0";"-";"28";"2";"0687";"Zeeland";"Sterk stedelijk";"47267"
"Middelburg (Z.)";"2008";"580";"216";"42";"7";"90";"81";"22";"2";"1";"-";"-";"-";"-";"-";"7";"17";"-";"-";"1";"7";"24";"-";"37";"-";"0";"-";"22";"2";"0687";"Zeeland";"Sterk stedelijk";"47325"
"Middelburg (Z.)";"2009";"575";"220";"31";"20";"90";"77";"20";".";"1";"-";"-";"0";"-";"-";"8";"16";"-";"0";"1";"6";"23";"0";"37";"-";"0";"-";"23";"-";"0687";"Zeeland";"Sterk stedelijk";"47559"
"Middelburg (Z.)";"2010";"557";"222";"26";"13";"88";"78";"21";"3";"1";"-";"-";"5";"-";"-";"6";"14";"-";"0";"1";"5";"21";"0";"32";"-";"0";"-";"22";"-";"0687";"Zeeland";"Sterk stedelijk";"47997"
"Middelburg (Z.)";"2011";"565";"216";"28";"13";"88";"74";"22";"3";"1";"-";"-";"6";"-";"-";"8";"14";"-";"0";"1";"5";"23";"0";"39";"-";"0";"-";"22";"2";"0687";"Zeeland";"Sterk stedelijk";"48030"
"Middelburg (Z.)";"2012*";"542";"215";"25";"12";"88";"68";"21";"3";"1";"-";"-";"6";"-";"-";"7";"16";"-";"0";"1";"5";"21";"0";"32";"-";"0";"-";"20";"2";"0687";"Zeeland";"Sterk stedelijk";"47768"
"Middelharnis";"2002";"558";"237";"27";"12";"118";"77";"21";"4";"1";"-";"-";"-";".";".";"3";"24";"-";"-";"0";"3";"1";".";"25";"-";"2";"0";"-";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17189"
"Middelharnis";"2003";"550";"228";"29";"15";"108";"76";"25";"4";"2";"-";"-";"-";".";".";"7";"25";"-";"-";"0";"3";"1";".";"25";"-";"1";"0";"-";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17346"
"Middelharnis";"2004";"563";"240";"19";"10";"121";"73";"24";"4";"1";"-";"-";"-";".";".";".";"9";"-";"-";"0";"2";"1";".";"25";"0";"1";"0";"28";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17450"
"Middelharnis";"2005";"559";"233";"14";"17";"116";"79";"21";"3";"1";"-";"-";"-";".";".";".";"8";"-";"-";"0";"3";"1";".";"25";"0";"1";"0";"31";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17485"
"Middelharnis";"2006";"559";"239";"14";"17";"113";"78";"18";"3";"1";"-";"-";"-";".";".";".";"8";"-";"-";"0";"3";"1";".";"20";"0";"1";"0";"37";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17681"
"Middelharnis";"2007";"555";"243";"27";"0";"102";"86";"23";"3";"1";"-";"-";"-";"-";"-";".";"8";"-";"-";"0";"3";"2";"-";"16";"0";"1";"0";"33";"1";"0559";"Zuid-Holland";"Weinig stedelijk";"17792"
"Middelharnis";"2008";"579";"256";"25";"16";"108";"89";"18";"3";"1";"-";"-";"-";"-";"-";"6";"10";"-";"-";"0";"2";"1";"-";"14";"0";"1";"-";"29";"1";"0559";"Zuid-Holland";"Weinig stedelijk";"17689"
"Middelharnis";"2009";"508";"229";"23";"-";"109";"80";"19";"3";"1";"-";"-";"1";"-";"-";"6";"8";"-";"-";"1";"2";"1";"-";"11";"0";"1";"0";"14";"-";"0559";"Zuid-Holland";"Weinig stedelijk";"17985"
"Middelharnis";"2010";"494";"226";"21";"-";"101";"82";"20";"3";"1";"-";"-";"5";"-";"-";"5";"13";"-";"-";"1";"2";"1";"-";"8";"0";"1";"0";"6";"0";"0559";"Zuid-Holland";"Weinig stedelijk";"17950"
"Middelharnis";"2011";"501";"221";"20";"-";"110";"78";"22";"3";"1";"-";"-";"6";"0";"-";".";"18";"-";"-";"1";"2";"1";"-";"8";"0";"1";"0";"3";"0";"0559";"Zuid-Holland";"Weinig stedelijk";"18050"
"Middelharnis";"2012*";"462";"201";"16";"-";"107";"71";"22";"3";"1";"-";"-";"6";"0";"-";"4";"12";"-";"-";"0";"2";"2";"-";"8";"0";"0";"0";"5";"0";"0559";"Zuid-Holland";"Weinig stedelijk";"18049"
"Midden-Delfland";"2002";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Midden-Delfland";"2003";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Midden-Delfland";"2004";"625";"300";"2";"8";"165";"77";"22";"5";"3";"-";"-";"-";".";".";"4";"-";"-";"-";"-";".";"1";".";"32";"-";"0";"-";"-";"1";"1842";"Zuid-Holland";"Matig stedelijk";"17072"
"Midden-Delfland";"2005";"496";"208";"9";"3";"146";"76";"23";"5";"1";"-";"-";"-";".";".";".";"-";"-";"-";"-";"-";"5";".";"14";"-";"0";"0";"-";"-";"1842";"Zuid-Holland";"Matig stedelijk";"17054"
"Midden-Delfland";"2006";"495";"206";"11";"3";"135";"82";"24";"4";"1";"-";"-";"-";".";".";".";"-";"-";"-";"-";"-";"7";".";"17";"-";"0";"0";"-";"-";"1842";"Zuid-Holland";"Matig stedelijk";"17435"
"Midden-Delfland";"2007";"481";"209";"14";"-";"134";"82";"24";"5";"1";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"0";"6";"-";"1";"-";"0";"0";"-";"-";"1842";"Zuid-Holland";"Matig stedelijk";"17536"
"Midden-Delfland";"2008";"478";"213";"20";"-";"134";"75";"23";"5";"1";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"0";"2";"-";"-";"-";"0";"0";"-";"-";"1842";"Zuid-Holland";"Matig stedelijk";"17451"
"Midden-Delfland";"2009";"449";"201";"12";"-";"130";"73";"21";"5";"1";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"0";"0";"-";"-";"-";"-";"-";"-";"-";"1842";"Zuid-Holland";"Matig stedelijk";"17598"
"Midden-Delfland";"2010";"483";"175";"19";"2";"138";"72";"29";"4";"1";"-";"-";"4";"1";"-";"4";"5";"-";"-";"1";"4";"13";"0";"9";"-";"0";"0";"2";"1";"1842";"Zuid-Holland";"Matig stedelijk";"17890"
"Midden-Delfland";"2011";"474";"185";"27";"1";"117";"72";"36";"3";"1";"-";"-";"5";".";"-";"2";"3";"-";"-";"0";"2";"8";"0";"4";"-";"0";"0";"4";"0";"1842";"Zuid-Holland";"Matig stedelijk";"18154"
"Midden-Delfland";"2012*";"469";"186";"22";"1";"115";"76";"34";"4";"1";"-";"-";"6";"0";"-";"1";"3";"-";"-";"0";"3";"8";"0";"4";"-";"0";"0";"5";"1";"1842";"Zuid-Holland";"Matig stedelijk";"18225"
"Midden-Drenthe";"2002";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"32710"
"Midden-Drenthe";"2003";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"32826"
"Midden-Drenthe";"2004";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"32806"
"Midden-Drenthe";"2005";"896";"276";"192";"20";"190";"99";"20";"5";"1";"-";"-";"-";".";".";"3";"72";"3";"-";"1";"-";"10";".";"6";"-";"0";"-";"0";"-";"1731";"Drenthe";"Niet stedelijk";"32984"
"Midden-Drenthe";"2006";"719";"299";"60";"10";"191";"53";"16";"5";"1";"-";"-";"-";".";".";"5";"60";"-";"2";"1";"1";"11";".";"10";"-";"1";"-";"-";"1";"1731";"Drenthe";"Niet stedelijk";"33282"
"Midden-Drenthe";"2007";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"33545"
"Midden-Drenthe";"2008";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"33587"
"Midden-Drenthe";"2009";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"1731";"Drenthe";"Niet stedelijk";"33560"
"Midden-Drenthe";"2010";"731";"255";"36";"11";"183";"94";"20";"6";"1";"-";"-";"-";"-";"1";"5";"47";"1";"-";"1";"4";"29";"5";"29";"0";"4";"0";"-";"-";"1731";"Drenthe";"Niet stedelijk";"33560"
"Midden-Drenthe";"2011";"725";"250";"62";"11";"196";"87";"20";"6";"1";"-";"-";"3";"-";"1";"5";"-";"1";"-";"1";"4";"35";"5";"32";"2";"3";"0";"-";"-";"1731";"Drenthe";"Niet stedelijk";"33581"
"Midden-Drenthe";"2012*";"705";"238";"29";"3";"193";"81";"19";"5";"1";"-";"-";"4";"-";"1";"5";"47";"1";"-";"1";"3";"30";"6";"34";"1";"3";"1";"-";"-";"1731";"Drenthe";"Niet stedelijk";"33558"
"Mierlo";"2002";"649";"124";"100";"6";"62";"79";"25";".";"2";"1";"1";"8";".";".";"4";"57";"-";"-";"1";"10";"47";".";"79";"-";"2";"0";"34";"-";"0814";"Noord-Brabant";"Weinig stedelijk";"10251"
"Mierlo";"2003";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0814";"Noord-Brabant";"Weinig stedelijk";"10168"
"Mierlo";"2004";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2005";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2006";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mierlo";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Mill en Sint Hubert";"2002";"613";"91";"24";"-";"174";"89";"27";"7";"1";"-";"-";"-";".";".";"4";"58";".";"-";"1";"4";"23";".";"89";"-";"5";"-";"11";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11085"
"Mill en Sint Hubert";"2003";"591";"90";"17";"-";"153";"89";"25";"8";"1";"-";"-";"-";".";".";"4";"53";".";"-";"1";"3";"26";".";"93";"-";"3";"-";"20";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11108"
"Mill en Sint Hubert";"2004";"621";"79";"21";"-";"180";"95";"28";"7";"1";"-";"-";"-";".";".";"4";"56";".";"-";"1";"6";"31";".";"102";"-";"3";"-";"2";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11044"
"Mill en Sint Hubert";"2005";"643";"76";"22";"-";"176";"94";"25";"7";"1";"-";"-";"-";".";".";"5";"66";".";"-";"1";"7";"32";".";"107";"-";"3";"0";"8";"10";"0815";"Noord-Brabant";"Niet stedelijk";"11047"
"Mill en Sint Hubert";"2006";"655";"77";"22";"-";"172";"96";"26";"7";"1";"-";"-";"-";".";".";"3";"73";"5";"-";"1";"4";"38";".";"106";"1";"2";"0";"8";"13";"0815";"Noord-Brabant";"Niet stedelijk";"11057"
"Mill en Sint Hubert";"2007";"682";"77";"24";"-";"177";"99";"27";"7";"1";"-";"-";"-";"-";".";"3";"90";"1";"-";"1";"3";"39";"-";"112";"2";".";"0";"12";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11007"
"Mill en Sint Hubert";"2008";"666";"76";"25";"-";"173";"103";"27";"7";"1";"-";"-";"-";"-";"7";"4";"80";"6";"-";"1";"3";"33";"-";"107";"1";"2";"0";"9";"-";"0815";"Noord-Brabant";"Niet stedelijk";"10996"
"Mill en Sint Hubert";"2009";"644";"64";"23";"-";"173";"97";"27";"7";"1";"-";"-";"8";"-";"2";"2";"85";"4";"-";"1";"3";"31";"-";"101";"1";"2";"0";"9";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11027"
"Mill en Sint Hubert";"2010";"644";"58";"24";"-";"166";"95";"27";"7";"2";"-";"-";"16";"-";"12";"5";"80";"10";"-";"1";"3";"30";"-";"94";"1";"2";"0";"10";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11031"
"Mill en Sint Hubert";"2011";"660";"57";"25";"-";"173";"94";"28";"7";"2";"-";"-";"18";"-";"12";"5";"79";"9";"-";"1";"3";"31";"-";"103";"2";"2";"0";"10";"-";"0815";"Noord-Brabant";"Niet stedelijk";"11000"
"Mill en Sint Hubert";"2012*";"629";"56";"23";"-";"170";"83";"28";"6";"2";"-";"-";"16";"-";"7";"5";"82";"7";"-";"1";"3";"30";"-";"92";"2";"2";"0";"8";"3";"0815";"Noord-Brabant";"Niet stedelijk";"10926"
"Millingen aan de Rijn";"2002";"446";"103";"4";"-";"189";"94";"29";"8";"1";"-";"-";"-";".";".";"6";"2";"-";"-";"0";".";"2";".";"7";"0";"0";"-";"-";"-";"0265";"Gelderland";"Weinig stedelijk";"5971"
"Millingen aan de Rijn";"2003";"440";"99";"5";"0";"191";"89";"30";"6";"1";"-";"-";"-";".";".";"5";"2";"-";"-";"0";".";"2";".";"6";"-";"3";"0";"-";"-";"0265";"Gelderland";"Weinig stedelijk";"5911"
"Millingen aan de Rijn";"2004";"461";"94";"5";"-";"206";"91";"27";"7";".";"-";"-";"-";".";".";".";"0";"-";"-";"0";".";"1";".";"8";"0";"1";"-";"-";"-";"0265";"Gelderland";"Weinig stedelijk";"5914"
"Millingen aan de Rijn";"2005";"467";"98";"5";"-";"200";"93";"32";"8";"1";"-";"-";"-";".";".";".";"2";"-";"-";"0";".";"2";".";"8";"0";"2";"-";"-";"-";"0265";"Gelderland";"Weinig stedelijk";"5888"
"Millingen aan de Rijn";"2006";".";"85";"5";"-";"193";"97";"31";"9";"1";"-";"-";"-";".";".";".";"3";"-";"-";"0";"3";"3";".";"9";"0";"1";"-";"-";"9";"0265";"Gelderland";"Weinig stedelijk";"5848"
"Millingen aan de Rijn";"2007";"487";"93";"4";"-";"204";"99";"31";"11";"1";"-";"-";"-";"-";"10";".";"5";"-";"-";"0";"7";"2";"0";"9";"0";"2";"-";"-";"0";"0265";"Gelderland";"Weinig stedelijk";"5866"
"Millingen aan de Rijn";"2008";"458";"86";"5";"-";"187";"98";"30";"12";"1";"-";"-";"2";"-";"10";"4";"4";"-";"-";"0";"7";"3";"0";"8";"0";"1";"0";"-";"0";"0265";"Gelderland";"Weinig stedelijk";"5876"
"Millingen aan de Rijn";"2009";"457";"75";"1";"-";"192";"94";"34";"11";"1";"-";"-";"16";"1";"-";"6";"5";"-";"-";"0";"10";"2";"0";"6";"0";"2";"0";"-";"1";"0265";"Gelderland";"Weinig stedelijk";"5857"
"Millingen aan de Rijn";"2010";".";"74";"7";"-";"195";"90";"30";"10";"1";"-";"-";"18";"-";"-";"7";"3";"-";"-";"0";"8";".";".";".";".";"1";".";"-";"1";"0265";"Gelderland";"Weinig stedelijk";"5914"
"Millingen aan de Rijn";"2011";".";"74";"9";"-";"203";"85";"33";"11";"1";"-";"-";"20";"1";"-";"7";"5";"-";"-";"0";"6";".";".";".";".";"2";"0";"-";"-";"0265";"Gelderland";"Weinig stedelijk";"5921"
"Millingen aan de Rijn";"2012*";".";"72";"3";"-";"216";"78";"30";"8";"1";"-";"-";"20";".";"-";"7";"7";"-";"-";"0";"6";".";".";".";".";"1";".";"-";"0";"0265";"Gelderland";"Weinig stedelijk";"5903"
"Moerdijk";"2002";"675";"238";"55";"-";"92";"55";"22";"4";"2";"-";"-";"-";".";".";"3";"41";"1";"-";"1";"7";"40";".";"77";"2";"1";"-";"35";"0";"1709";"Noord-Brabant";"Weinig stedelijk";"36444"
"Moerdijk";"2003";"718";"257";"53";"-";"90";"65";"23";"4";"2";"-";"-";"-";".";".";"4";"40";".";"-";"2";"10";"42";".";"84";"3";"2";"-";"31";"0";"1709";"Noord-Brabant";"Weinig stedelijk";"36553"
"Moerdijk";"2004";"713";"242";"52";"1";"94";"67";"22";"3";"2";"-";"-";"-";".";".";"2";"38";"1";"1";"2";".";"45";".";"90";"2";"1";"-";"36";"0";"1709";"Noord-Brabant";"Weinig stedelijk";"36775"
"Moerdijk";"2005";".";"245";"82";".";"78";"54";"18";"4";".";"-";"-";"-";".";".";".";".";"2";"-";".";".";".";".";".";".";".";"-";".";"-";"1709";"Noord-Brabant";"Weinig stedelijk";"36785"
"Moerdijk";"2006";".";"252";"78";".";"74";"66";"21";".";"2";"-";"-";"-";".";".";"2";"34";"1";"-";"1";"8";"36";".";"57";".";"2";"-";".";"-";"1709";"Noord-Brabant";"Weinig stedelijk";"36676"
"Moerdijk";"2007";"752";"265";"64";"-";"72";"68";"21";"3";"2";"-";"-";"-";"4";"2";"2";"45";"2";"7";"3";"11";"45";"7";"97";"2";"1";"-";"30";"-";"1709";"Noord-Brabant";"Weinig stedelijk";"36645"
"Moerdijk";"2008";"697";"274";"54";"-";"55";"67";"21";"4";"2";"-";"-";"-";"3";"2";"2";"40";"1";"6";"2";"9";"47";"0";"78";"2";"1";"-";"25";"3";"1709";"Noord-Brabant";"Weinig stedelijk";"36724"
"Moerdijk";"2009";".";"259";".";"-";".";".";"21";".";".";"-";"-";"2";".";".";"2";".";"2";".";".";".";".";"-";".";".";".";"-";".";"-";"1709";"Noord-Brabant";"Weinig stedelijk";"36648"
